GraphName,Seed,Nodes,Edges,Conflicts,Density,ConflictProbability,IsConnected
G10_D0.40_C0.20,7,10,18,13,0.4,0.2,True
G10_D0.40_C0.20,8,10,18,11,0.4,0.2,True
G10_D0.40_C0.20,9,10,18,9,0.4,0.2,True
G10_D0.40_C0.20,10,10,18,14,0.4,0.2,True
G10_D0.40_C0.30,1,10,18,14,0.4,0.3,True
G10_D0.40_C0.30,2,10,18,14,0.4,0.3,True
G10_D0.40_C0.30,3,10,18,12,0.4,0.3,True
G10_D0.40_C0.30,4,10,18,12,0.4,0.3,True
G10_D0.40_C0.30,5,10,18,17,0.4,0.3,True
G10_D0.40_C0.30,6,10,18,14,0.4,0.3,True
G10_D0.40_C0.30,7,10,18,15,0.4,0.3,True
G10_D0.40_C0.30,8,10,18,14,0.4,0.3,True
G10_D0.40_C0.30,9,10,18,13,0.4,0.3,True
G10_D0.40_C0.30,10,10,18,19,0.4,0.3,True
G10_D0.60_C0.10,1,10,27,5,0.6,0.1,True
G10_D0.60_C0.10,2,10,27,3,0.6,0.1,True
G10_D0.60_C0.10,3,10,27,6,0.6,0.1,True
G10_D0.60_C0.10,4,10,27,8,0.6,0.1,True
G10_D0.60_C0.10,5,10,27,7,0.6,0.1,True
G10_D0.60_C0.10,6,10,27,4,0.6,0.1,True
G10_D0.60_C0.10,7,10,27,3,0.6,0.1,True
G10_D0.60_C0.10,8,10,27,4,0.6,0.1,True
G10_D0.60_C0.10,9,10,27,4,0.6,0.1,True
G10_D0.60_C0.10,10,10,27,5,0.6,0.1,True
G10_D0.60_C0.20,1,10,27,11,0.6,0.2,True
G10_D0.60_C0.20,2,10,27,6,0.6,0.2,True
G10_D0.60_C0.20,3,10,27,12,0.6,0.2,True
G10_D0.60_C0.20,4,10,27,10,0.6,0.2,True
G10_D0.60_C0.20,5,10,27,11,0.6,0.2,True
G10_D0.60_C0.20,6,10,27,13,0.6,0.2,True
G10_D0.60_C0.20,7,10,27,9,0.6,0.2,True
G10_D0.60_C0.20,8,10,27,11,0.6,0.2,True
G10_D0.60_C0.20,9,10,27,5,0.6,0.2,True
G10_D0.60_C0.20,10,10,27,10,0.6,0.2,True
G10_D0.60_C0.30,1,10,27,13,0.6,0.3,True
G10_D0.60_C0.30,2,10,27,10,0.6,0.3,True
G10_D0.60_C0.30,3,10,27,18,0.6,0.3,True
G10_D0.60_C0.30,4,10,27,13,0.6,0.3,True
G10_D0.60_C0.30,5,10,27,18,0.6,0.3,True
G10_D0.60_C0.30,6,10,27,14,0.6,0.3,True
G10_D0.60_C0.30,7,10,27,14,0.6,0.3,True
G10_D0.60_C0.30,8,10,27,16,0.6,0.3,True
G10_D0.60_C0.30,9,10,27,14,0.6,0.3,True
G10_D0.60_C0.30,10,10,27,12,0.6,0.3,True
G20_D0.20_C0.10,1,20,38,22,0.2,0.1,True
G20_D0.20_C0.10,2,20,38,16,0.2,0.1,True
G20_D0.20_C0.10,3,20,38,15,0.2,0.1,True
G20_D0.20_C0.10,4,20,38,21,0.2,0.1,True
G20_D0.20_C0.10,5,20,38,25,0.2,0.1,True
G20_D0.20_C0.10,6,20,38,20,0.2,0.1,True
G20_D0.20_C0.10,7,20,38,23,0.2,0.1,True
G20_D0.20_C0.10,8,20,38,20,0.2,0.1,True
G20_D0.20_C0.10,9,20,38,15,0.2,0.1,True
G20_D0.20_C0.10,10,20,38,23,0.2,0.1,True
G20_D0.20_C0.20,1,20,38,44,0.2,0.2,True
G20_D0.20_C0.20,2,20,38,32,0.2,0.2,True
G20_D0.20_C0.20,3,20,38,35,0.2,0.2,True
G20_D0.20_C0.20,4,20,38,35,0.2,0.2,True
G20_D0.20_C0.20,5,20,38,46,0.2,0.2,True
G20_D0.20_C0.20,6,20,38,43,0.2,0.2,True
G20_D0.20_C0.20,7,20,38,49,0.2,0.2,True
G20_D0.20_C0.20,8,20,38,39,0.2,0.2,True
G20_D0.20_C0.20,9,20,38,29,0.2,0.2,True
G20_D0.20_C0.20,10,20,38,38,0.2,0.2,True
G20_D0.20_C0.30,1,20,38,62,0.2,0.3,True
G20_D0.20_C0.30,2,20,38,53,0.2,0.3,True
G20_D0.20_C0.30,3,20,38,51,0.2,0.3,True
G20_D0.20_C0.30,4,20,38,48,0.2,0.3,True
G20_D0.20_C0.30,5,20,38,66,0.2,0.3,True
G20_D0.20_C0.30,6,20,38,61,0.2,0.3,True
G20_D0.20_C0.30,7,20,38,64,0.2,0.3,True
G20_D0.20_C0.30,8,20,38,65,0.2,0.3,True
G20_D0.20_C0.30,9,20,38,47,0.2,0.3,True
G20_D0.20_C0.30,10,20,38,58,0.2,0.3,True
G20_D0.40_C0.10,1,20,76,21,0.4,0.1,True
G20_D0.40_C0.10,2,20,76,15,0.4,0.1,True
G20_D0.40_C0.10,3,20,76,19,0.4,0.1,True
G20_D0.40_C0.10,4,20,76,20,0.4,0.1,True
G20_D0.40_C0.10,5,20,76,16,0.4,0.1,True
G20_D0.40_C0.10,6,20,76,15,0.4,0.1,True
G20_D0.40_C0.10,7,20,76,21,0.4,0.1,True
G20_D0.40_C0.10,8,20,76,17,0.4,0.1,True
G20_D0.40_C0.10,9,20,76,15,0.4,0.1,True
G20_D0.40_C0.10,10,20,76,20,0.4,0.1,True
G20_D0.40_C0.20,1,20,76,44,0.4,0.2,True
G20_D0.40_C0.20,2,20,76,35,0.4,0.2,True
G20_D0.40_C0.20,3,20,76,40,0.4,0.2,True
G20_D0.40_C0.20,4,20,76,39,0.4,0.2,True
G20_D0.40_C0.20,5,20,76,29,0.4,0.2,True
G20_D0.40_C0.20,6,20,76,37,0.4,0.2,True
G20_D0.40_C0.20,7,20,76,50,0.4,0.2,True
G20_D0.40_C0.20,8,20,76,28,0.4,0.2,True
G20_D0.40_C0.20,9,20,76,32,0.4,0.2,True
G20_D0.40_C0.20,10,20,76,41,0.4,0.2,True
G20_D0.40_C0.30,1,20,76,63,0.4,0.3,True
G20_D0.40_C0.30,2,20,76,46,0.4,0.3,True
G20_D0.40_C0.30,3,20,76,54,0.4,0.3,True
G20_D0.40_C0.30,4,20,76,54,0.4,0.3,True
G20_D0.40_C0.30,5,20,76,49,0.4,0.3,True
G20_D0.40_C0.30,6,20,76,57,0.4,0.3,True
G20_D0.40_C0.30,7,20,76,66,0.4,0.3,True
G20_D0.40_C0.30,8,20,76,51,0.4,0.3,True
G20_D0.40_C0.30,9,20,76,43,0.4,0.3,True
G20_D0.40_C0.30,10,20,76,60,0.4,0.3,True
G20_D0.60_C0.10,1,20,114,14,0.6,0.1,True
G20_D0.60_C0.10,2,20,114,18,0.6,0.1,True
G20_D0.60_C0.10,3,20,114,20,0.6,0.1,True
G20_D0.60_C0.10,4,20,114,19,0.6,0.1,True
G20_D0.60_C0.10,5,20,114,18,0.6,0.1,True
G20_D0.60_C0.10,6,20,114,16,0.6,0.1,True
G20_D0.60_C0.10,7,20,114,19,0.6,0.1,True
G20_D0.60_C0.10,8,20,114,21,0.6,0.1,True
G20_D0.60_C0.10,9,20,114,21,0.6,0.1,True
G20_D0.60_C0.10,10,20,114,20,0.6,0.1,True
G20_D0.60_C0.20,1,20,114,29,0.6,0.2,True
G20_D0.60_C0.20,2,20,114,40,0.6,0.2,True
G20_D0.60_C0.20,3,20,114,40,0.6,0.2,True
G20_D0.60_C0.20,4,20,114,39,0.6,0.2,True
G20_D0.60_C0.20,5,20,114,34,0.6,0.2,True
G20_D0.60_C0.20,6,20,114,36,0.6,0.2,True
G20_D0.60_C0.20,7,20,114,44,0.6,0.2,True
G20_D0.60_C0.20,8,20,114,40,0.6,0.2,True
G20_D0.60_C0.20,9,20,114,42,0.6,0.2,True
G20_D0.60_C0.20,10,20,114,33,0.6,0.2,True
G20_D0.60_C0.30,1,20,114,50,0.6,0.3,True
G20_D0.60_C0.30,2,20,114,57,0.6,0.3,True
G20_D0.60_C0.30,3,20,114,63,0.6,0.3,True
G20_D0.60_C0.30,4,20,114,61,0.6,0.3,True
G20_D0.60_C0.30,5,20,114,58,0.6,0.3,True
G20_D0.60_C0.30,6,20,114,51,0.6,0.3,True
G20_D0.60_C0.30,7,20,114,64,0.6,0.3,True
G20_D0.60_C0.30,8,20,114,62,0.6,0.3,True
G20_D0.60_C0.30,9,20,114,61,0.6,0.3,True
G20_D0.60_C0.30,10,20,114,60,0.6,0.3,True
