GraphName,Seed,Nodes,Edges,Conflicts,Density,ConflictProbability,IsConnected
G100_D0.40_C0.30,9,100,1980,1476,0.4,0.3,True
G100_D0.40_C0.30,10,100,1980,1465,0.4,0.3,True
G100_D0.60_C0.10,1,100,2970,475,0.6,0.1,True
G100_D0.60_C0.10,2,100,2970,487,0.6,0.1,True
G100_D0.60_C0.10,3,100,2970,514,0.6,0.1,True
G100_D0.60_C0.10,4,100,2970,466,0.6,0.1,True
G100_D0.60_C0.10,5,100,2970,517,0.6,0.1,True
G100_D0.60_C0.10,6,100,2970,470,0.6,0.1,True
G100_D0.60_C0.10,7,100,2970,476,0.6,0.1,True
G100_D0.60_C0.10,8,100,2970,455,0.6,0.1,True
G100_D0.60_C0.10,9,100,2970,472,0.6,0.1,True
G100_D0.60_C0.10,10,100,2970,488,0.6,0.1,True
G100_D0.60_C0.20,1,100,2970,978,0.6,0.2,True
G100_D0.60_C0.20,2,100,2970,967,0.6,0.2,True
G100_D0.60_C0.20,3,100,2970,1029,0.6,0.2,True
G100_D0.60_C0.20,4,100,2970,972,0.6,0.2,True
G100_D0.60_C0.20,5,100,2970,1057,0.6,0.2,True
G100_D0.60_C0.20,6,100,2970,959,0.6,0.2,True
G100_D0.60_C0.20,7,100,2970,973,0.6,0.2,True
G100_D0.60_C0.20,8,100,2970,949,0.6,0.2,True
G100_D0.60_C0.20,9,100,2970,979,0.6,0.2,True
G100_D0.60_C0.20,10,100,2970,967,0.6,0.2,True
G100_D0.60_C0.30,1,100,2970,1506,0.6,0.3,True
G100_D0.60_C0.30,2,100,2970,1491,0.6,0.3,True
G100_D0.60_C0.30,3,100,2970,1531,0.6,0.3,True
G100_D0.60_C0.30,4,100,2970,1524,0.6,0.3,True
G100_D0.60_C0.30,5,100,2970,1564,0.6,0.3,True
G100_D0.60_C0.30,6,100,2970,1475,0.6,0.3,True
G100_D0.60_C0.30,7,100,2970,1478,0.6,0.3,True
G100_D0.60_C0.30,8,100,2970,1450,0.6,0.3,True
G100_D0.60_C0.30,9,100,2970,1460,0.6,0.3,True
G100_D0.60_C0.30,10,100,2970,1448,0.6,0.3,True
G200_D0.20_C0.10,1,200,3980,2033,0.2,0.1,True
G200_D0.20_C0.10,2,200,3980,2007,0.2,0.1,True
G200_D0.20_C0.10,3,200,3980,1967,0.2,0.1,True
G200_D0.20_C0.10,4,200,3980,1909,0.2,0.1,True
G200_D0.20_C0.10,5,200,3980,2060,0.2,0.1,True
G200_D0.20_C0.10,6,200,3980,1969,0.2,0.1,True
G200_D0.20_C0.10,7,200,3980,1993,0.2,0.1,True
G200_D0.20_C0.10,8,200,3980,1956,0.2,0.1,True
G200_D0.20_C0.10,9,200,3980,2036,0.2,0.1,True
G200_D0.20_C0.10,10,200,3980,1914,0.2,0.1,True
G200_D0.20_C0.20,1,200,3980,3985,0.2,0.2,True
G200_D0.20_C0.20,2,200,3980,3980,0.2,0.2,True
G200_D0.20_C0.20,3,200,3980,3971,0.2,0.2,True
G200_D0.20_C0.20,4,200,3980,3946,0.2,0.2,True
G200_D0.20_C0.20,5,200,3980,4163,0.2,0.2,True
G200_D0.20_C0.20,6,200,3980,3877,0.2,0.2,True
G200_D0.20_C0.20,7,200,3980,3986,0.2,0.2,True
G200_D0.20_C0.20,8,200,3980,3912,0.2,0.2,True
G200_D0.20_C0.20,9,200,3980,4004,0.2,0.2,True
G200_D0.20_C0.20,10,200,3980,3891,0.2,0.2,True
G200_D0.20_C0.30,1,200,3980,6025,0.2,0.3,True
G200_D0.20_C0.30,2,200,3980,5969,0.2,0.3,True
G200_D0.20_C0.30,3,200,3980,6024,0.2,0.3,True
G200_D0.20_C0.30,4,200,3980,5944,0.2,0.3,True
G200_D0.20_C0.30,5,200,3980,6176,0.2,0.3,True
G200_D0.20_C0.30,6,200,3980,5908,0.2,0.3,True
G200_D0.20_C0.30,7,200,3980,5973,0.2,0.3,True
G200_D0.20_C0.30,8,200,3980,5950,0.2,0.3,True
G200_D0.20_C0.30,9,200,3980,5980,0.2,0.3,True
G200_D0.20_C0.30,10,200,3980,5803,0.2,0.3,True
G200_D0.40_C0.10,1,200,7960,2052,0.4,0.1,True
G200_D0.40_C0.10,2,200,7960,1918,0.4,0.1,True
G200_D0.40_C0.10,3,200,7960,1986,0.4,0.1,True
G200_D0.40_C0.10,4,200,7960,2001,0.4,0.1,True
G200_D0.40_C0.10,5,200,7960,2030,0.4,0.1,True
G200_D0.40_C0.10,6,200,7960,1977,0.4,0.1,True
G200_D0.40_C0.10,7,200,7960,1971,0.4,0.1,True
G200_D0.40_C0.10,8,200,7960,2000,0.4,0.1,True
G200_D0.40_C0.10,9,200,7960,2045,0.4,0.1,True
G200_D0.40_C0.10,10,200,7960,1941,0.4,0.1,True
G200_D0.40_C0.20,1,200,7960,3993,0.4,0.2,True
G200_D0.40_C0.20,2,200,7960,3897,0.4,0.2,True
G200_D0.40_C0.20,3,200,7960,3945,0.4,0.2,True
G200_D0.40_C0.20,4,200,7960,4069,0.4,0.2,True
G200_D0.40_C0.20,5,200,7960,4038,0.4,0.2,True
G200_D0.40_C0.20,6,200,7960,3958,0.4,0.2,True
G200_D0.40_C0.20,7,200,7960,4000,0.4,0.2,True
G200_D0.40_C0.20,8,200,7960,4025,0.4,0.2,True
G200_D0.40_C0.20,9,200,7960,3974,0.4,0.2,True
G200_D0.40_C0.20,10,200,7960,3951,0.4,0.2,True
G200_D0.40_C0.30,1,200,7960,6000,0.4,0.3,True
G200_D0.40_C0.30,2,200,7960,5894,0.4,0.3,True
G200_D0.40_C0.30,3,200,7960,5983,0.4,0.3,True
G200_D0.40_C0.30,4,200,7960,6061,0.4,0.3,True
G200_D0.40_C0.30,5,200,7960,6058,0.4,0.3,True
G200_D0.40_C0.30,6,200,7960,5982,0.4,0.3,True
G200_D0.40_C0.30,7,200,7960,5975,0.4,0.3,True
G200_D0.40_C0.30,8,200,7960,6027,0.4,0.3,True
G200_D0.40_C0.30,9,200,7960,5903,0.4,0.3,True
G200_D0.40_C0.30,10,200,7960,5912,0.4,0.3,True
G200_D0.60_C0.10,1,200,11940,1963,0.6,0.1,True
G200_D0.60_C0.10,2,200,11940,1972,0.6,0.1,True
G200_D0.60_C0.10,3,200,11940,1970,0.6,0.1,True
G200_D0.60_C0.10,4,200,11940,1980,0.6,0.1,True
G200_D0.60_C0.10,5,200,11940,2001,0.6,0.1,True
G200_D0.60_C0.10,6,200,11940,2005,0.6,0.1,True
G200_D0.60_C0.10,7,200,11940,2004,0.6,0.1,True
G200_D0.60_C0.10,8,200,11940,1893,0.6,0.1,True
G200_D0.60_C0.10,9,200,11940,1999,0.6,0.1,True
G200_D0.60_C0.10,10,200,11940,1967,0.6,0.1,True
G200_D0.60_C0.20,1,200,11940,3987,0.6,0.2,True
G200_D0.60_C0.20,2,200,11940,3964,0.6,0.2,True
G200_D0.60_C0.20,3,200,11940,3961,0.6,0.2,True
G200_D0.60_C0.20,4,200,11940,3958,0.6,0.2,True
G200_D0.60_C0.20,5,200,11940,3932,0.6,0.2,True
G200_D0.60_C0.20,6,200,11940,3995,0.6,0.2,True
G200_D0.60_C0.20,7,200,11940,4026,0.6,0.2,True
G200_D0.60_C0.20,8,200,11940,3891,0.6,0.2,True
G200_D0.60_C0.20,9,200,11940,4020,0.6,0.2,True
G200_D0.60_C0.20,10,200,11940,3928,0.6,0.2,True
G200_D0.60_C0.30,1,200,11940,6062,0.6,0.3,True
G200_D0.60_C0.30,2,200,11940,5924,0.6,0.3,True
G200_D0.60_C0.30,3,200,11940,5989,0.6,0.3,True
G200_D0.60_C0.30,4,200,11940,6068,0.6,0.3,True
G200_D0.60_C0.30,5,200,11940,5861,0.6,0.3,True
G200_D0.60_C0.30,6,200,11940,5960,0.6,0.3,True
G200_D0.60_C0.30,7,200,11940,6104,0.6,0.3,True
G200_D0.60_C0.30,8,200,11940,5869,0.6,0.3,True
G200_D0.60_C0.30,9,200,11940,5993,0.6,0.3,True
G200_D0.60_C0.30,10,200,11940,5883,0.6,0.3,True
